"index"	"budget"	"keywords"	"original_language"	"title"	"popularity"	"release_date"	"revenue"	"runtime"	"vote_average"	"vote_count"	"genre"	"release_year"	"release_month"	"release_day"	"first_actor"	"first_actor_gender"	"director_first_name"	"director_gender"
3349	7e+06	"gunslinger anti terror ambush mexico showdown"	"en"	"Desperado"	25.511217	1995-08-25	25405445	104	6.8	881	"Thriller"	1995	8	25	"Antonio Banderas"	"male"	"Robert"	"male"
4743	0	NA	"en"	"The FP"	0.838957	2011-03-13	0	82	4.5	11	"Comedy"	2011	3	13	"Jason Trost"	"male"	"Brandon"	"male"
2660	14800000	"male friendship strip club road trip strip tease strip"	"en"	"Magic Mike XXL"	29.660993	2015-07-01	122513057	115	6.3	706	"Drama"	2015	7	1	"Channing Tatum"	"male"	"Gregory"	"male"
4368	1e+06	"john f. kennedy elvis presley"	"en"	"Bubba Ho-tep"	9.954848	2002-06-09	0	92	6.7	191	"Comedy"	2002	6	9	"Bruce Campbell"	"male"	"Don"	"male"
513	7.5e+07	"san francisco fbi gas attack alcatraz hostage situation"	"en"	"The Rock"	51.469576	1996-06-06	335062621	136	6.9	1456	"Thriller"	1996	6	6	"Sean Connery"	"male"	"Michael"	"male"
465	8e+07	"orchestra musical segments"	"en"	"Fantasia 2000"	14.530946	1999-12-17	90874570	74	7	292	"Family"	1999	12	17	"Steve Martin"	"male"	"James"	"male"
4305	0	NA	"en"	"Down & Out With The Dolls"	0.002386	2003-03-20	0	88	0	0	"Comedy"	2003	3	20	NA	NA	NA	NA
198	1.3e+08	"gold police operation partner revenge undead"	"en"	"R.I.P.D."	39.448066	2013-07-18	61648500	96	5.4	1260	"Comedy"	2013	7	18	"Jeff Bridges"	"male"	"Robert"	"male"
1543	3e+07	"coma amnesia based on true story memory loss car accident"	"en"	"The Vow"	26.780961	2012-02-05	196114570	104	7	1293	"Drama"	2012	2	5	"Rachel McAdams"	"female"	"Michael"	"male"
1711	3e+07	"weather multiple character scream convict psychopathy"	"en"	"Identity"	45.915165	2003-04-25	90259536	90	7.1	1061	"Thriller"	2003	4	25	"John Cusack"	"male"	"James"	"male"
739	6e+07	"london england terrorist terrorist attack"	"en"	"London Has Fallen"	61.849521	2016-03-02	205754447	99	5.8	1621	"Thriller"	2016	3	2	"Gerard Butler"	"male"	"Babak"	"male"
1210	4e+07	"amnesia mental institution patient trust false accusations"	"en"	"Gothika"	27.303608	2003-11-21	141591324	98	5.8	629	"Thriller"	2003	11	21	"Halle Berry"	"female"	"Mathieu"	"male"
3741	4e+06	"southern usa waitress parents kids relationship overweight child loss of child"	"en"	"Monster's Ball"	14.042041	2001-11-11	44909486	111	6.5	250	"Drama"	2001	11	11	"Halle Berry"	"female"	"Marc"	"male"
3938	0	NA	"en"	"DysFunktional Family"	1.580027	2003-04-04	0	89	6.1	4	"Comedy"	2003	4	4	"Eddie Griffin"	"male"	"George"	"male"
3335	7500000	NA	"en"	"Pound of Flesh"	4.943588	2015-05-07	0	104	5.5	63	"Action"	2015	5	7	"Jean-Claude Van"	NA	"Ernie"	"male"
3090	1e+07	"heroin blindfold bong perversion burned alive"	"en"	"Cecil B. Demented"	4.176066	2000-05-17	0	87	6.2	51	"Comedy"	2000	5	17	"Melanie Griffith"	"female"	"John"	"male"
2472	1.6e+07	"beauty salon divorce woman director"	"en"	"The Women"	8.8321	2008-09-12	50007546	114	4.6	96	"Drama"	2008	9	12	"Cloris Leachman"	"female"	"Diane"	"female"
2806	0	"archaeologist korean war north korea south korea air raid"	"ko"	"Tae Guk Gi: The Brotherhood of War"	9.572705	2004-02-05	15	140	7.4	133	"Drama"	2004	2	5	"Jang Dong-gun"	NA	"Kang"	"female"
2516	1.5e+07	"male nudity female nudity adultery midlife crisis coming out"	"en"	"American Beauty"	80.878605	1999-09-15	356296601	122	7.9	3313	"Drama"	1999	9	15	"Kevin Spacey"	"male"	"Sam"	"male"
3362	7e+06	"professor dark comedy telephone call aftercreditsstinger 1960s"	"en"	"A Serious Man"	23.612409	2009-10-02	31430334	105	6.6	483	"Drama"	2009	10	2	"Michael Stuhlbarg"	"male"	"Joel"	"male"
2578	2e+07	"gangster boss wife war change iraq war"	"en"	"The Marine"	7.679336	2006-10-13	22165608	92	5	163	"Drama"	2006	10	13	"John Cena"	"male"	"John"	"male"
849	5.5e+07	"corruption mother nudity minister power"	"en"	"Changeling"	27.50916	2008-01-30	113020255	141	7.3	1131	"Drama"	2008	1	30	"Angelina Jolie"	"female"	"Clint"	"male"
2640	8e+06	"father son relationship bounty hunter boat way of life coffin"	"en"	"Things to Do in Denver When You're Dead"	6.932221	1995-12-01	529766	116	6.7	85	"Drama"	1995	12	1	"Andy Garc\u00eda"	"male"	"Gary"	"male"
2507	15500000	NA	"en"	"Slow Burn"	6.630856	2005-09-12	1237615	93	5.5	16	"Drama"	2005	9	12	"Ray Liotta"	"male"	"Wayne"	"male"
289	1e+08	"central and south america birthday emperor palace kingdom"	"en"	"The Emperor's New Groove"	51.113717	2000-12-09	169327687	78	7.2	1490	"Comedy"	2000	12	9	"David Spade"	"male"	"Mark"	"male"
2307	1.9e+07	"alligator marriage crisis writer's block orchid"	"en"	"Adaptation."	26.441669	2002-12-06	32801173	114	7.3	638	"Drama"	2002	12	6	"Nicolas Cage"	"male"	"Spike"	"male"
2435	1.7e+07	"ice hockey racism pedophile throat slitting shot in the stomach"	"en"	"Running Scared"	19.311572	2006-01-06	9500000	122	7	331	"Drama"	2006	1	6	"Paul Walker"	"male"	"Wayne"	"male"
799	6e+07	"post-apocalyptic dystopia undead biohazard evil corporation"	"en"	"Resident Evil: Afterlife"	2.143764	2010-09-09	300228084	97	5.8	1363	"Action"	2010	9	9	"Milla Jovovich"	"female"	"Paul"	"male"
277	1.5e+08	"italy poker casino terrorist banker"	"en"	"Casino Royale"	88.935165	2006-11-14	599045960	144	7.3	3855	"Thriller"	2006	11	14	"Daniel Craig"	"male"	"Martin"	"male"
3756	6e+06	"sport"	"en"	"3 Strikes"	1.433692	2000-03-01	9e+06	82	5.9	15	"Comedy"	2000	3	1	"Brian Hooks"	"male"	"DJ"	"male"
898	5e+07	"moon cinema vampire werewolf fang vamp"	"en"	"The Twilight Saga: New Moon"	94.815867	2009-03-15	709827462	130	5.6	2436	"Drama"	2009	3	15	"Kristen Stewart"	"female"	"Chris"	"male"
4634	0	NA	"en"	"Better Luck Tomorrow"	3.877036	2002-01-12	0	101	6.5	27	"Drama"	2002	1	12	"Parry Shen"	"male"	"Justin"	"male"
114	1.5e+08	"magic dying and death broom sorcerer's apprentice school of witchcraft"	"en"	"Harry Potter and the Goblet of Fire"	101.250416	2005-11-05	895921036	157	7.5	5608	"Adventure"	2005	11	5	"Daniel Radcliffe"	"male"	"Mike"	"male"
1186	4e+07	"car race dying and death plan stock-car-race car crash"	"en"	"The Final Destination"	32.478077	2009-08-26	186167139	82	5.4	831	"Horror"	2009	8	26	"Bobby Campo"	"male"	"David"	"male"
3192	9e+06	"cat photographer nightmare hallucination hypnosis"	"en"	"Two Evil Eyes"	8.218383	1990-01-25	0	120	6	35	"Thriller"	1990	1	25	"Adrienne Barbeau"	"female"	"George"	"male"
4129	0	"new york celebration"	"en"	"London"	5.350423	2005-02-10	0	92	6.1	96	"Drama"	2005	2	10	"Chris Evans"	"male"	"Hunter"	"male"
3675	1e+06	"independent film repair shop southern death threat story"	"en"	"Sling Blade"	14.805264	1996-08-30	24475416	135	7.4	231	"Drama"	1996	8	30	"Billy Bob"	"male"	"Billy"	"male"
3250	8e+06	"shakespeare bachelor new love rage and hate lover"	"en"	"Much Ado About Nothing"	10.19377	1993-05-07	0	111	7.2	189	"Drama"	1993	5	7	"Kenneth Branagh"	"male"	"Kenneth"	"male"
199	1.4e+08	"exotic island blacksmith east india trading company gold marriage proposal"	"en"	"Pirates of the Caribbean: The Curse of the Black Pearl"	271.972889	2003-07-09	655011224	143	7.5	6985	"Action"	2003	7	9	"Johnny Depp"	"male"	"Gore"	NA
1216	4e+07	"pop star song romantic comedy song writing piano"	"en"	"Music and Lyrics"	17.659032	2007-02-09	145896422	96	6.2	554	"Comedy"	2007	2	9	"Drew Barrymore"	"male"	"Marc"	"male"
588	7e+07	"duringcreditsstinger"	"en"	"Wall Street: Money Never Sleeps"	23.25645	2010-09-02	134748021	133	5.8	493	"Drama"	2010	9	2	"Michael Douglas"	"male"	"Oliver"	"male"
2569	1.5e+07	"love triangle london england upper class adultery tennis"	"en"	"Match Point"	30.669913	2005-10-26	85306374	124	7.3	1105	"Drama"	2005	10	26	"Jonathan Rhys"	"male"	"Woody"	"male"
3321	0	"journalist musical concert independent film"	"en"	"Masked and Anonymous"	1.71729	2003-08-08	0	112	5.2	13	"Drama"	2003	8	8	"Bob Dylan"	"male"	"Larry"	"male"
4784	0	"mumblecore"	"en"	"The Puffy Chair"	1.243955	2005-01-17	0	85	6.2	15	"Drama"	2005	1	17	"Mark Duplass"	"male"	"Jay"	"male"
1772	0	"independent film"	"en"	"Flawless"	5.271559	1999-11-26	4488529	112	5.9	56	"Drama"	1999	11	26	"Robert De"	"male"	"Joel"	"male"
982	5e+07	"hitman revenge murder on the run mobster"	"en"	"Run All Night"	74.64653	2015-03-11	71561644	114	6.3	1148	"Drama"	2015	3	11	"Liam Neeson"	"male"	"Jaume"	NA
2032	2.2e+07	"bachelor stroke of fate brother oxford author"	"en"	"Shadowlands"	5.609755	1993-12-25	0	131	6.8	61	"Drama"	1993	12	25	"Anthony Hopkins"	"male"	"Richard"	"male"
882	0	"poker sport las vegas"	"en"	"Lucky You"	6.162872	2007-05-01	5761917	124	5.4	81	"Drama"	2007	5	1	"Eric Bana"	"male"	"Curtis"	"male"
426	7.5e+07	"hallucination dystopia female protagonist bow and arrow knife throwing"	"en"	"The Hunger Games"	68.550698	2012-03-12	691210692	142	6.9	9455	"Adventure"	2012	3	12	"Jennifer Lawrence"	"female"	"Gary"	"male"
1564	3e+07	"brother brother relationship montana based on novel world war i journey round the world"	"en"	"Legends of the Fall"	26.952727	1994-12-16	160638883	133	7.2	619	"Drama"	1994	12	16	"Brad Pitt"	"male"	"Edward"	"male"
4676	0	"prison woman director"	"en"	"Middle of Nowhere"	2.836537	2012-10-12	0	101	6.6	7	"Drama"	2012	10	12	"David Oyelowo"	"male"	"Ava"	"female"
3247	8e+06	"male friendship friendship dating relationship duringcreditsstinger"	"en"	"That Awkward Moment"	37.821106	2014-01-29	26049082	94	6.1	1004	"Comedy"	2014	1	29	"Zac Efron"	"male"	"Tom"	"male"
572	7e+07	"flying swordplay sword fantasy peter pan"	"en"	"Hook"	33.648404	1991-12-11	300854823	144	6.6	1532	"Comedy"	1991	12	11	"Robin Williams"	"female"	"Steven"	"male"
1689	2.9e+07	"wealth falling in love divorce pretty woman winery"	"en"	"Serving Sara"	8.93941	2002-08-20	16930185	100	5	85	"Comedy"	2002	8	20	"Matthew Perry"	"male"	"Reginald"	"male"
1704	2.8e+07	"bank fraud biography wall street finances"	"en"	"The Big Short"	57.518472	2015-12-11	133346506	130	7.3	2607	"Drama"	2015	12	11	"Christian Bale"	"male"	"Adam"	"male"
1905	2.5e+07	"soul serial killer slasher teenager 3d"	"en"	"My Soul to Take"	7.001176	2010-10-08	19829957	107	5.2	147	"Drama"	2010	10	8	"Max Thieriot"	"male"	"Wes"	"male"
1251	4.5e+07	"dancing female nudity go-go dancer spanner seduction"	"en"	"Showgirls"	14.513305	1995-09-22	20350754	128	4.9	256	"Drama"	1995	9	22	"Elizabeth Berkley"	"female"	"Paul"	"male"
1547	2.5e+07	"white house butler biography civil rights"	"en"	"The Butler"	32.105328	2013-08-16	115922175	132	7.2	1101	"Drama"	2013	8	16	"Forest Whitaker"	"male"	"Lee"	"male"
39	1.7e+08	"artificial intelligence secret identity computer program dystopia computer"	"en"	"TRON: Legacy"	73.79505	2010-12-10	400062763	125	6.3	2841	"Action"	2010	12	10	"Garrett Hedlund"	"male"	"Joseph"	"male"
3183	0	"grandfather grandson relationship independent film wealth inheritance fight"	"en"	"The Ultimate Gift"	4.976268	2006-10-20	0	114	6.8	78	"Drama"	2006	10	20	"James Garner"	"male"	"Michael"	"male"
2567	0	"witch video forest horror vision"	"en"	"Book of Shadows: Blair Witch 2"	3.890223	2000-10-27	0	90	4.3	212	"Thriller"	2000	10	27	"Kim Director"	"female"	"Joe"	"male"
782	6e+07	"secret identity robber mask frog based on comic strip"	"en"	"The Spirit"	14.84856	2008-12-25	39031337	103	4.7	320	"Comedy"	2008	12	25	"Gabriel Macht"	"male"	"Frank"	"male"
339	9.2e+07	"secret identity secret hero island wretch"	"en"	"The Incredibles"	77.817571	2004-11-05	631442092	115	7.4	5152	"Action"	2004	11	5	"Craig T."	"male"	"Brad"	"male"
2491	1.6e+07	"sadness loss of father junkie luxury heroin"	"en"	"Things We Lost in the Fire"	8.842869	2007-09-26	2849142	113	6.7	90	"Drama"	2007	9	26	"Halle Berry"	"female"	"Susanne"	"female"
1026	4.8e+07	"baby becoming an adult puberty dream drug addiction"	"en"	"Riding in Cars with Boys"	7.226115	2001-10-19	35743308	132	6.5	103	"Drama"	2001	10	19	"Drew Barrymore"	"male"	"Penny"	"female"
581	7e+07	"space opera retribution spacecraft officer exploding ship"	"en"	"Star Trek: Insurrection"	19.711951	1998-12-10	1.18e+08	103	6.3	391	"Thriller"	1998	12	10	"Patrick Stewart"	"male"	"Jonathan"	"male"
3543	2200000	"new delhi india students' movement war of independence student celebration"	"hi"	"Rang De Basanti"	5.206967	2006-01-26	11502151	157	7.2	97	"Drama"	2006	1	26	"Aamir Khan"	"male"	"Rakeysh"	NA
91	1.65e+08	"alternate history alien invasion"	"en"	"Independence Day: Resurgence"	48.775723	2016-06-22	389681935	120	4.9	2491	"Action"	2016	6	22	"Liam Hemsworth"	"male"	"Roland"	"male"
2772	0	"france island fisherman love revenge"	"en"	"The Widow of Saint-Pierre"	1.780065	2000-01-01	0	112	6.7	11	"Drama"	2000	1	1	"Daniel Auteuil"	"male"	"Patrice"	"female"
4654	250000	"supernatural father daughter relationship incubus"	"en"	"Ink"	5.217002	2009-01-23	0	106	6.4	101	"Action"	2009	1	23	"Chris Kelly"	"male"	"Jamin"	"male"
636	6.5e+07	"holiday christmas party home santa claus magic"	"en"	"The Santa Clause 2"	14.646884	2002-10-31	172855065	104	5.5	297	"Comedy"	2002	10	31	"Tim Allen"	"male"	"Michael"	"male"
1799	4.2e+07	"women sex cuba eroticism lover (female)"	"en"	"Original Sin"	14.831402	2001-08-03	35402320	118	5.8	198	"Drama"	2001	8	3	"Angelina Jolie"	"female"	"Michael"	"male"
3718	0	NA	"en"	"Fugly"	0.371337	2014-06-13	0	134	5.3	2	"Drama"	2014	6	13	"Jimmy Shergill"	"male"	"Kabir"	"male"
728	6.6e+07	"black magic fistfight cover-up superhero paranormal phenomena"	"en"	"Hellboy"	47.479755	2004-04-02	99318987	122	6.5	2225	"Action"	2004	4	2	"Ron Perlman"	"male"	"Guillermo"	"male"
4278	0	"musical"	"en"	"Neal 'n' Nikki"	0.285131	2005-12-09	0	122	2.3	4	"Comedy"	2005	12	9	"Uday Chopra"	"male"	"Arjun"	"male"
4779	0	"moon philosophy burglar texas dream"	"en"	"Slacker"	3.320622	1990-07-27	0	97	6.4	77	"Comedy"	1990	7	27	"Richard Linklater"	"male"	"Richard"	"male"
715	6e+07	"egypt temple"	"en"	"The Scorpion King"	37.537093	2002-04-16	165333180	92	5.3	779	"Action"	2002	4	16	"Dwayne Johnson"	"male"	"Chuck"	"male"
2434	0	"black people loss of sister dance stepping"	"en"	"How She Move"	1.782666	2008-01-25	0	94	3	6	"Drama"	2008	1	25	"Rutina Wesley"	NA	"Ian"	"male"
554	72500000	"north carolina prayer family dinner advertising divorce"	"en"	"Talladega Nights: The Ballad of Ricky Bobby"	12.599836	2006-08-04	162966177	116	6.2	491	"Comedy"	2006	8	4	"Will Ferrell"	"male"	"Adam"	"male"
1221	3.8e+07	"hippie poetry sex rock and roll nudity"	"en"	"The Doors"	10.794175	1991-03-01	34416893	140	6.7	275	"Drama"	1991	3	1	"Val Kilmer"	"male"	"Oliver"	"male"
2750	13200000	"sadistic hostage sociopath serial killer blood"	"en"	"No Good Deed"	24.656068	2014-09-10	53830415	83	5.6	181	"Thriller"	2014	9	10	"Idris Elba"	"male"	"Sam"	"male"
603	7e+07	"sheriff rain evacuation armored car crook"	"en"	"Hard Rain"	10.930537	1998-01-16	19870567	97	5.5	179	"Thriller"	1998	1	16	"Morgan Freeman"	"female"	"Mikael"	"male"
2171	2e+07	"date sex bar test friendship"	"en"	"My Best Friend's Girl"	17.145287	2008-09-19	36620508	101	5.4	220	"Comedy"	2008	9	19	"Dane Cook"	"male"	"Howard"	"male"
2753	1.3e+07	"individual transvestism sexual identity witch identity"	"en"	"Being John Malkovich"	27.546914	1999-09-30	22863596	112	7.3	1101	"Drama"	1999	9	30	"John Cusack"	"male"	"Spike"	"male"
2396	1.5e+07	"wolf suspicion little red riding hood investigation burglary"	"en"	"Hoodwinked!"	23.980329	2005-12-16	51053787	80	5.9	479	"Comedy"	2005	12	16	"Anne Hathaway"	"female"	"Cory"	"male"
824	5.5e+07	"san francisco single parent homeless person bus worker"	"en"	"The Pursuit of Happyness"	80.581367	2006-12-14	307077295	117	7.7	2525	"Drama"	2006	12	14	"Will Smith"	"male"	"Gabriele"	"female"
889	5.2e+07	"based on novel japanese world war ii battle assignment invasion"	"en"	"The Thin Red Line"	40.072583	1998-12-25	98126565	170	7.2	771	"Drama"	1998	12	25	"Sean Penn"	"male"	"Terrence"	"male"
2080	3e+07	"spy cold war spying espionage mole"	"en"	"Tinker Tailor Soldier Spy"	33.649652	2011-09-16	0	127	6.6	840	"Drama"	2011	9	16	"John Hurt"	"male"	"Tomas"	"male"
3314	10284523	"salesclerk"	"en"	"Shopgirl"	4.820166	2005-10-21	11588205	104	5.7	75	"Drama"	2005	10	21	"Steve Martin"	"male"	"Anand"	"male"
211	1.23e+08	"holiday christmas party new love santa claus village"	"en"	"How the Grinch Stole Christmas"	45.419668	2000-11-17	345141403	104	6.2	1386	"Comedy"	2000	11	17	"Jim Carrey"	"male"	"Ron"	"male"
3923	0	"site of pilgrimage widow varanasi hinduism child bride"	"en"	"Water"	2.787375	2005-09-08	10422387	115	6.8	34	"Drama"	2005	9	8	"Lisa Ray"	"female"	"Deepa"	"female"
2368	1.8e+07	"individual taxi transsexuality fortune teller film business"	"en"	"Ed Wood"	24.548633	1994-09-27	5887457	127	7.3	630	"Drama"	1994	9	27	"Johnny Depp"	"male"	"Tim"	"male"
1751	2.7e+07	"secret society conciliation marriage mother daughter relationship playwright"	"en"	"Divine Secrets of the Ya-Ya Sisterhood"	5.576937	2002-06-07	0	116	5.6	65	"Drama"	2002	6	7	"Sandra Bullock"	"female"	"Callie"	"female"
369	9.5e+07	"riddle treasure medallion kenia alexander the great"	"en"	"Lara Croft Tomb Raider: The Cradle of Life"	56.811056	2003-07-21	156505388	117	5.5	1418	"Thriller"	2003	7	21	"Angelina Jolie"	"female"	"Jan"	"female"
475	0	"photographer grizzly bear wilderness airplane supermodel"	"en"	"The Edge"	20.632673	1997-09-06	43312294	117	6.7	349	"Drama"	1997	9	6	"Alec Baldwin"	"male"	"Lee"	"male"
2895	1.2e+07	"wife husband relationship success author extramarital affair"	"en"	"Breakfast of Champions"	2.695896	1999-02-13	0	110	5.2	28	"Comedy"	1999	2	13	"Bruce Willis"	"male"	"Alan"	"male"
2413	2e+07	"survivor violence self help guru tricycle prosthetic arm"	"en"	"Saw: The Final Chapter"	36.133536	2010-10-21	136150434	90	5.8	730	"Crime"	2010	10	21	"Tobin Bell"	"male"	"Kevin"	"male"
3189	0	"sex small town exorcism investigation daughter"	"ko"	"The Wailing"	9.05029	2016-05-12	0	156	7.2	250	"Horror"	2016	5	12	"Kwak Do-won"	NA	"Na"	"female"
3425	6500000	"ecstasy drug dealing drug reference to family circus high"	"en"	"Go"	11.142389	1999-04-09	28451622	98	7	196	"Comedy"	1999	4	9	"Sarah Polley"	"female"	"Doug"	"male"
2925	1.1e+07	"based on novel theatre group north carolina theatre milieu high school"	"en"	"A Walk to Remember"	33.283554	2002-01-25	41227069	101	7.5	1018	"Drama"	2002	1	25	"Mandy Moore"	"female"	"Adam"	"male"
1650	3e+07	"fight pilot outer space based on video game space opera"	"en"	"Wing Commander"	5.259585	1999-03-11	0	100	4	72	"Action"	1999	3	11	"Freddie Prinze"	"male"	"Christopher"	"male"
4722	1e+05	"christian sport aftercreditsstinger"	"en"	"Facing the Giants"	4.563698	2006-09-29	10178331	111	6.6	64	"Drama"	2006	9	29	"James Blackwell"	"male"	"Alex"	"male"
1426	3.5e+07	"animation animal 3d"	"en"	"Valiant"	14.051852	2005-03-25	19478106	76	5.2	235	"Adventure"	2005	3	25	"Ewan McGregor"	"male"	"Gary"	"male"
1245	4e+07	"street gang uncle female assassin witness to murder"	"en"	"Colombiana"	33.785969	2011-07-27	60965854	108	6.5	824	"Drama"	2011	7	27	"Zoe Saldana"	"female"	"Olivier"	"male"
2290	1.8e+07	"venice france prison fire europe"	"en"	"Just Married"	18.47518	2003-01-09	101564935	95	5.3	404	"Comedy"	2003	1	9	"Ashton Kutcher"	"male"	"Shawn"	"male"
1633	3e+07	"skyscraper vampire victim dystopia boy"	"en"	"Ultraviolet"	15.89534	2006-03-03	31070211	87	4.8	458	"Thriller"	2006	3	3	"Milla Jovovich"	"female"	"Kurt"	"male"
1885	2.5e+07	"suicide drug addiction funeral dysfunctional family based on play"	"en"	"August: Osage County"	20.561682	2013-12-26	74188937	121	6.9	483	"Drama"	2013	12	26	"Meryl Streep"	"female"	"John"	"male"
3011	1e+07	"alcohol regret homophobia radio cheerleader"	"en"	"Can't Hardly Wait"	11.350382	1998-06-12	25605015	100	6.1	122	"Drama"	1998	6	12	"Jennifer Love"	"female"	"Deborah"	"female"
175	1.4e+08	"london england england based on novel queen little girl"	"en"	"The BFG"	44.19092	2016-06-01	183345589	120	6	1000	"Adventure"	2016	6	1	"Ruby Barnhill"	"female"	"Steven"	"male"
2658	0	NA	"en"	"Pandaemonium"	0.165367	2001-06-29	0	124	4.5	2	"Drama"	2001	6	29	"Linus Roache"	"male"	"Julien"	"male"
3072	0	"ayn rand"	"en"	"Atlas Shrugged Part II"	4.725357	2012-10-12	0	112	5.4	41	"Drama"	2012	10	12	"Samantha Mathis"	"female"	"John"	"male"
2123	2e+07	"child abuse journalism judge florida boston"	"en"	"Spotlight"	41.503588	2015-11-06	88346473	128	7.8	2686	"Drama"	2015	11	6	"Mark Ruffalo"	"male"	"Tom"	"male"
1280	2e+07	"kidnapping young people"	"en"	"Disturbia"	31.690456	2007-04-12	117760134	105	6.6	1006	"Drama"	2007	4	12	"Shia LaBeouf"	"male"	"D.J."	NA
70	1.7e+08	"steampunk based on tv series steam locomotive drag"	"en"	"Wild Wild West"	40.748915	1999-06-29	222104681	106	5.1	1020	"Comedy"	1999	6	29	"Will Smith"	"male"	"Barry"	"male"
3437	6500000	NA	"en"	"Tracker"	2.074295	2010-05-20	0	102	6	16	"Drama"	2010	5	20	"Ray Winstone"	"male"	"Ian"	"male"
1287	2.5e+07	"monster cgi 3d paris france"	"fr"	"A Monster in Paris"	17.375562	2011-10-12	0	90	6.5	313	"Comedy"	2011	10	12	"Vanessa Paradis"	"female"	"Bibo"	NA
4510	0	"pornography sex love teenager death"	"sl"	"Juliet and Alfa Romeo"	0.061248	2015-09-17	0	83	6	1	"Drama"	2015	9	17	"Dario No\u017ei\u0107"	"male"	"Bla\u017e"	NA
2649	1.5e+07	NA	"en"	"The Son of No One"	7.701186	2011-11-04	0	90	4.8	92	"Drama"	2011	11	4	"Channing Tatum"	"male"	"Dito"	NA
1534	3.1e+07	"small town outbreak exterminator spider bite creature feature"	"en"	"Arachnophobia"	15.895661	1990-08-09	53208180	103	6.2	433	"Comedy"	1990	8	9	"Jeff Daniels"	"male"	"Frank"	"male"
3355	7e+06	"found footage"	"en"	"Devil's Due"	14.741589	2014-01-08	36433975	89	4.4	216	"Horror"	2014	1	8	"Allison Miller"	"female"	"Matt"	"male"
1017	4.8e+07	"love of one's life mephisto wish sale of soul pact with the devil"	"en"	"Bedazzled"	19.348007	2000-10-19	90383208	93	5.6	512	"Comedy"	2000	10	19	"Elizabeth Hurley"	"female"	"Harold"	"male"
1430	3.5e+07	"brother sister relationship bite transformation supernatural powers werewolf"	"en"	"Cursed"	11.195593	2005-02-25	19294901	97	5.1	167	"Comedy"	2005	2	25	"Portia de"	"female"	"Wes"	"male"
3061	1e+07	"brother brother relationship mississippi wisconsin lawnmower iowa"	"en"	"The Straight Story"	15.280261	1999-10-15	0	112	7.7	306	"Drama"	1999	10	15	"Richard Farnsworth"	"male"	"David"	"male"
437	8e+07	"dancing spy terrorist traitor airplane"	"en"	"Get Smart"	23.496054	2008-06-19	230685453	110	6	1051	"Comedy"	2008	6	19	"Steve Carell"	"male"	"Peter"	"male"
418	8.5e+07	"torture aftercreditsstinger duringcreditsstinger 3d"	"en"	"Cats & Dogs 2 : The Revenge of Kitty Galore"	11.77398	2010-07-30	112483764	82	4.9	119	"Comedy"	2010	7	30	"James Marsden"	"male"	"Brad"	"male"
2010	1.1e+07	NA	"en"	"Forsaken"	11.071522	2015-09-16	0	90	5.8	101	"Drama"	2015	9	16	"Demi Moore"	"female"	"Jon"	"male"
3559	5e+06	"witch sister sister relationship sequel prequel haunting"	"en"	"Paranormal Activity 3"	29.15813	2011-10-19	205703818	83	5.9	669	"Horror"	2011	10	19	"Katie Featherston"	"female"	"Henry"	"male"
1635	3e+07	"usa china assault rifle sniper chinatown"	"en"	"The Replacement Killers"	9.607391	1998-02-06	19204929	87	6	127	"Drama"	1998	2	6	"Chow Yun-fat"	NA	"Antoine"	"male"
1605	3e+07	"cabin plot twist cabin in the woods filmed killing video wall"	"en"	"The Cabin in the Woods"	73.987775	2012-04-12	66486080	95	6.5	2263	"Thriller"	2012	4	12	"Kristen Connolly"	"female"	"Drew"	"male"
2040	3e+07	"california brother sister relationship loss of parents suspense psychological thriller"	"en"	"The Glass House"	9.448517	2001-09-14	23619609	106	5.4	201	"Drama"	2001	9	14	"Leelee Sobieski"	"female"	"Daniel"	"male"
988	5e+07	"journalist museum hostage drama independent film"	"en"	"Mad City"	3.314004	1997-11-07	10541523	114	5.9	81	"Drama"	1997	11	7	"John Travolta"	"male"	"Costa-Gavras"	NA
962	5e+07	"new york pastor world of fasion loss of parents mannequin"	"en"	"Raising Helen"	13.298205	2004-05-27	49718611	119	5.9	189	"Drama"	2004	5	27	"Kate Hudson"	"female"	"Garry"	"male"
90	1.65e+08	"santa claus nerd faith gift bell"	"en"	"The Polar Express"	47.323228	2004-11-10	305875730	100	6.4	1474	"Adventure"	2004	11	10	"Tom Hanks"	"male"	"Robert"	"male"
1997	2.3e+07	"artificial intelligence computer love loneliness transhumanism"	"en"	"Her"	53.682367	2013-12-18	47351251	126	7.9	4097	"Drama"	2013	12	18	"Joaquin Phoenix"	"male"	"Spike"	"male"
717	6e+07	"based on novel sniper investigation police quarry"	"en"	"Jack Reacher"	56.868399	2012-12-20	218340595	130	6.3	2998	"Drama"	2012	12	20	"Tom Cruise"	"male"	"Christopher"	"male"
1010	4.8e+07	"burglar bunker housebreaking safe money"	"en"	"Panic Room"	53.043124	2002-03-29	196397415	111	6.5	1267	"Drama"	2002	3	29	"Jodie Foster"	"female"	"David"	"male"
540	7.5e+07	"rap music hitman"	"en"	"Hollywood Homicide"	10.605084	2003-06-09	51142659	116	5	166	"Comedy"	2003	6	9	"Harrison Ford"	"male"	"Ron"	"male"
